hailey_lynn1012,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 23:14:39 +0000 2018
FallingANGELS__,RT @NOLAnews: Power lines are on fire at Carrollton Avenue and Toulouse Street. Be careful everyone. https://t.co/3MNL2gLm5w,Power lines are on fire at Carrollton Avenue and Toulouse Street. Be careful everyone. https://t.co/3MNL2gLm5w,Sat Aug 18 22:59:45 +0000 2018
BradshawTyonna,"RT @MasinElije: Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely…","Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely because some people’s only motive is to ruin your reputation and tarnish your image because they’re jealous of the life you’re living.",Sat Aug 18 22:59:44 +0000 2018
lewisc3650,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:59:37 +0000 2018
HOLDONHANNAH,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:59:37 +0000 2018
gabbycolemanxo,RT @Glorious716: Be careful who you let into your life,Be careful who you let into your life,Sat Aug 18 22:59:33 +0000 2018
HopeHeenanXx,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 22:59:31 +0000 2018
amaraa_monique,RT @ayethatsnayy: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:59:29 +0000 2018
Jordynharvell,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:59:29 +0000 2018
AnelDiana,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:59:27 +0000 2018
somotony,"RT @JonBenetGlamsyy: Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa…","Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa today around 1pm. 
They were with a man. 
This was their van. 
Be careful! 

#SanDiego https://t.co/HsVfvjYm28",Sat Aug 18 22:59:23 +0000 2018
LisonAlx,RT @danahduarte_: Please be careful if you work as a waitress/bartender/ hostess. This was a scary situation and it’s even scarier to think…,Please be careful if you work as a waitress/bartender/ hostess. This was a scary situation and it’s even scarier to think that some people actually do fall for these things. https://t.co/OqiDkn5Z30,Sat Aug 18 22:59:23 +0000 2018
imazoya,"RT @karr_karrr: Idc how much you don’t like Cardi B, you can’t say she didn’t hit the spot with Be careful and Ring","Idc how much you don’t like Cardi B, you can’t say she didn’t hit the spot with Be careful and Ring",Sat Aug 18 22:59:23 +0000 2018
RCCatalyst,RT @dukecoachdj: In the world of social media everything you do is amplified or echoed. Camera phones and other electronic devices make it…,"In the world of social media everything you do is amplified or echoed. Camera phones and other electronic devices make it hard to have much privacy so always be careful what you say, do, post, send, text, direct message or allow someone to photo. #Ap2w",Sat Aug 18 22:59:22 +0000 2018
andreabrielleee,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:59:22 +0000 2018
Itslenajaybxh,RT @ayethatsnayy: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:59:22 +0000 2018
cee_lissette,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:59:20 +0000 2018
from86,@Hope_Baxter I'm glad you're OK. Be careful out there xx,,Sat Aug 18 22:59:20 +0000 2018
_timaaa,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:59:19 +0000 2018
FREEBetsyB,RT @RevLDReed: @beverlyfelix3 @Tennyso73797371 @GregPettys @kmason20 @Mary39800280 @ReginahHope @AngeicaNewsom @SonjaMessenger @ubett2 @Duc…,"@beverlyfelix3 @Tennyso73797371 @GregPettys @kmason20 @Mary39800280 @ReginahHope @AngeicaNewsom @SonjaMessenger @ubett2 @Duckhuntinggrl @RitaMcDougald6 @365PrayingforU @elliesangelwing @endtimeslife @AHeartofVirtue @cat_kizzy @cheryl_haurik @GraceSwer @Miss_spacess @Cheryl_L_Davis @bowley115 @ledrew @iamklregister @ombima_ben @redletterpub @geridynomite @annamagnelli @GodsWordIsFree @AnnaRuthMcCoy @sparks4299 @FREEBetsyB @DavidHern14 @K_amofah @tracey_swann2 @Barbara98753838 @ToddTrotter3 @Amen24 @nhiscare57 @BkcProv3110 @sog36 @3xsuperbowlchmp @amonk1215 @ConnieCline25 @PollyNaviaux @TruReader90 @DaphneSmith71 @DenySinaga7 @Claudio_Gedler @jackyk812 @mjseymour1959 `Be careful looking down on struggling people. You got a struggle too. You just hide it better than others. I got struggles. And, I got Jesus. Thankfully, Jesus got me and my struggles. Let HIM have you and yours...",Sat Aug 18 22:59:19 +0000 2018
gisssaaaa,"RT @JonBenetGlamsyy: Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa…","Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa today around 1pm. 
They were with a man. 
This was their van. 
Be careful! 

#SanDiego https://t.co/HsVfvjYm28",Sat Aug 18 22:59:18 +0000 2018
MaximLeDouche,RT @MaximLeDouche: When U get a chick in Melville ... Be careful chief !!!! https://t.co/44fs1Swm3E,When U get a chick in Melville ... Be careful chief !!!! https://t.co/44fs1Swm3E,Sat Aug 18 22:59:16 +0000 2018
Krisssx__,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:59:14 +0000 2018
lemzia,"@ShannonPoe @RoseDC11 @calvin2000 @KimsInAmerica @mcneilfarms @Ranger3079 @del_vol @KStiffers @TrakkerJane @RamBoPirate @Dina1trump @GiGi73647891 @RitchieJodi @Tabasc0NGinger @MTReserved @andyzoric You don't have a Shoe Fetish???
be careful, someone might Yank your Woman card LOL",,Sat Aug 18 22:59:12 +0000 2018
KojoJ0nes,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:59:12 +0000 2018
HemsworthyBicep,RT @gravedwxller: okay so psa to cat owners because i had no idea: lillies are extremely toxic to cats and if u have any in ur home u need…,"okay so psa to cat owners because i had no idea: lillies are extremely toxic to cats and if u have any in ur home u need to be careful that ur cat doesn’t ingest them as it can be fatal!!! my baby is at the vet rn but is expected to make a full recovery, send good vibes pls😢💓💗 https://t.co/DqUMIvHESQ",Sat Aug 18 22:59:10 +0000 2018
RoseEnirem,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:59:06 +0000 2018
diamondixon,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:59:05 +0000 2018
jminyam,RT @siwonest_com: Dear Siwon fan... @Dtopbeautyworld is fake account !! Pls be careful Siwon is not nominate now @tccandler We hope nominat…,Dear Siwon fan... @Dtopbeautyworld is fake account !! Pls be careful Siwon is not nominate now @tccandler We hope nominate soon !! @siwonchoi #siwon #Tccandler2018 https://t.co/It0Be8DyJe,Sat Aug 18 22:59:05 +0000 2018
___Centric___,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:59:04 +0000 2018
SCS_Disputes,"RT @TProphet: @CTiankai With the greatest respect, then why are you pursuing the largest military build-up in Asian history and intimidatin…","@CTiankai With the greatest respect, then why are you pursuing the largest military build-up in Asian history and intimidating all of your neighbors? Be careful what you wish for. If this keeps up, expect a nuclear armed Japan with a strong Japanese army, no longer restrained by the US.",Sat Aug 18 22:59:03 +0000 2018
gabi_mancera7,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:59:03 +0000 2018
Sarcastic__Sam,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:58:59 +0000 2018
valalaeria,"RT @JonBenetGlamsyy: Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa…","Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa today around 1pm. 
They were with a man. 
This was their van. 
Be careful! 

#SanDiego https://t.co/HsVfvjYm28",Sat Aug 18 22:58:58 +0000 2018
Z6neR,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 22:58:54 +0000 2018
javarieP4K,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:58:53 +0000 2018
